"gene_id" "chromosome" "geneStart"
"6074" "ENSG00000130165.6" "chr19" 11661962
"6075" "ENSG00000130167.9" "chr19" 11406824
"6076" "ENSG00000130173.9" "chr19" 11348178
"6077" "ENSG00000130175.5" "chr19" 11546109
"6078" "ENSG00000130176.3" "chr19" 11649532
"6079" "ENSG00000130177.10" "chr13" 115000362
"6080" "ENSG00000130182.3" "chr16" 3138891
"6081" "ENSG00000130193.7" "chr8" 143808621
"6082" "ENSG00000130201.3" "chr19" 45715879
"6083" "ENSG00000130202.5" "chr19" 45349432
"6084" "ENSG00000130203.5" "chr19" 45409011
"6085" "ENSG00000130204.8" "chr19" 45393826
"6086" "ENSG00000130208.5" "chr19" 45417504
"6087" "ENSG00000130222.6" "chr9" 92219928
"6088" "ENSG00000130224.10" "chrX" 114345185
"6089" "ENSG00000130226.12" "chr7" 153584182
"6090" "ENSG00000130227.12" "chr8" 21777180
"6091" "ENSG00000130234.6" "chrX" 15579156
"6092" "ENSG00000130244.8" "chr19" 38893775
"6093" "ENSG00000130254.7" "chr19" 5587010
"6094" "ENSG00000130255.8" "chr19" 5674958
"6095" "ENSG00000130270.12" "chr19" 1782074
"6096" "ENSG00000130283.7" "chr19" 18979361
"6097" "ENSG00000130287.9" "chr19" 19322782
"6098" "ENSG00000130294.10" "chr2" 241653181
"6099" "ENSG00000130299.12" "chr19" 17445729
"6100" "ENSG00000130300.4" "chr19" 17462257
"6101" "ENSG00000130303.8" "chr19" 17513748
"6102" "ENSG00000130304.12" "chr19" 17579578
"6103" "ENSG00000130305.12" "chr7" 72716514
"6104" "ENSG00000130307.7" "chr19" 17359985
"6105" "ENSG00000130309.6" "chr19" 17666403
"6106" "ENSG00000130311.6" "chr19" 17420327
"6107" "ENSG00000130312.2" "chr19" 17403418
"6108" "ENSG00000130313.2" "chr19" 17622438
"6109" "ENSG00000130332.10" "chr19" 2321516
"6110" "ENSG00000130338.8" "chr6" 158733692
"6111" "ENSG00000130340.10" "chr6" 158244296
"6112" "ENSG00000130347.8" "chr6" 107018903
"6113" "ENSG00000130348.7" "chr6" 107077453
"6114" "ENSG00000130349.5" "chr6" 107349407
"6115" "ENSG00000130363.7" "chr6" 159393903
"6116" "ENSG00000130368.4" "chr6" 160327974
"6117" "ENSG00000130377.9" "chr19" 6135258
"6118" "ENSG00000130382.7" "chr19" 6212966
"6119" "ENSG00000130383.6" "chr19" 5865837
"6120" "ENSG00000130385.5" "chrX" 50653784
"6121" "ENSG00000130396.16" "chr6" 168227602
"6122" "ENSG00000130402.7" "chr19" 39138289
"6123" "ENSG00000130413.11" "chr11" 8413418
"6124" "ENSG00000130414.7" "chr2" 240831867
"6125" "ENSG00000130427.2" "chr7" 100318423
"6126" "ENSG00000130429.8" "chr7" 98971872
"6127" "ENSG00000130433.3" "chr19" 54495542
"6128" "ENSG00000130449.5" "chr5" 60628100
"6129" "ENSG00000130475.10" "chr19" 17858527
"6130" "ENSG00000130477.10" "chr19" 17712137
"6131" "ENSG00000130479.6" "chr19" 17830051
"6132" "ENSG00000130487.4" "chr22" 50986462
"6133" "ENSG00000130489.8" "chr22" 50961997
"6134" "ENSG00000130508.6" "chr2" 1635659
"6135" "ENSG00000130511.11" "chr19" 18529674
"6136" "ENSG00000130513.6" "chr19" 18485541
"6137" "ENSG00000130517.9" "chr19" 18451397
"6138" "ENSG00000130518.12" "chr19" 18367908
"6139" "ENSG00000130520.6" "chr19" 18417040
"6140" "ENSG00000130522.4" "chr19" 18390563
"6141" "ENSG00000130528.7" "chr19" 49654455
"6142" "ENSG00000130529.11" "chr19" 49660998
"6143" "ENSG00000130538.4" "chr22" 16448824
"6144" "ENSG00000130540.9" "chr22" 44220389
"6145" "ENSG00000130544.7" "chr19" 7069455
"6146" "ENSG00000130545.11" "chr19" 6463788
"6147" "ENSG00000130558.14" "chr9" 137967268
"6148" "ENSG00000130559.14" "chr9" 138700333
"6149" "ENSG00000130560.4" "chr9" 138824815
"6150" "ENSG00000130561.12" "chr2" 234216462
"6151" "ENSG00000130584.6" "chr20" 62375019
"6152" "ENSG00000130589.12" "chr20" 62189439
"6153" "ENSG00000130590.9" "chr20" 62605466
"6154" "ENSG00000130592.9" "chr11" 1874200
"6155" "ENSG00000130595.12" "chr11" 1940792
"6156" "ENSG00000130598.11" "chr11" 1860219
"6157" "ENSG00000130635.11" "chr9" 137533620
"6158" "ENSG00000130638.11" "chr22" 46067678
"6159" "ENSG00000130653.11" "chr9" 140354404
"6160" "ENSG00000130669.13" "chr19" 39616410
"6161" "ENSG00000130675.10" "chr7" 156786745
"6162" "ENSG00000130684.9" "chr20" 25654851
"6163" "ENSG00000130695.9" "chr1" 26560691
"6164" "ENSG00000130699.12" "chr20" 60528525
"6165" "ENSG00000130700.6" "chr20" 61038553
"6166" "ENSG00000130701.3" "chr20" 60985293
"6167" "ENSG00000130702.9" "chr20" 60883011
"6168" "ENSG00000130703.11" "chr20" 60813580
"6169" "ENSG00000130706.8" "chr20" 60877149
"6170" "ENSG00000130707.13" "chr9" 133320316
"6171" "ENSG00000130711.3" "chr9" 133539981
"6172" "ENSG00000130713.11" "chr9" 133569108
"6173" "ENSG00000130714.11" "chr9" 134378289
"6174" "ENSG00000130717.8" "chr9" 134399188
"6175" "ENSG00000130720.8" "chr9" 133777825
"6176" "ENSG00000130723.13" "chr9" 134269480
"6177" "ENSG00000130724.4" "chr19" 59062933
"6178" "ENSG00000130725.3" "chr19" 59067079
"6179" "ENSG00000130726.7" "chr19" 59055458
"6180" "ENSG00000130733.6" "chr19" 11033444
"6181" "ENSG00000130734.5" "chr19" 10654571
"6182" "ENSG00000130741.6" "chrX" 24072833
"6183" "ENSG00000130748.6" "chr19" 47549165
"6184" "ENSG00000130749.5" "chr19" 47567444
"6185" "ENSG00000130751.5" "chr19" 47523077
"6186" "ENSG00000130755.8" "chr19" 39818993
"6187" "ENSG00000130758.3" "chr19" 40697651
"6188" "ENSG00000130762.10" "chr1" 3370990
"6189" "ENSG00000130764.5" "chr1" 3696784
"6190" "ENSG00000130766.4" "chr1" 28586038
"6191" "ENSG00000130768.10" "chr1" 28261504
"6192" "ENSG00000130770.13" "chr1" 28562620
"6193" "ENSG00000130772.9" "chr1" 28655513
"6194" "ENSG00000130775.11" "chr1" 28199055
"6195" "ENSG00000130779.15" "chr12" 122755979
"6196" "ENSG00000130783.9" "chr12" 123258874
"6197" "ENSG00000130787.9" "chr12" 123319000
"6198" "ENSG00000130803.10" "chr19" 9251056
"6199" "ENSG00000130810.15" "chr19" 10216965
"6200" "ENSG00000130811.6" "chr19" 10225693
"6201" "ENSG00000130812.6" "chr19" 10203014
"6202" "ENSG00000130813.13" "chr19" 10196798
"6203" "ENSG00000130816.10" "chr19" 10244021
"6204" "ENSG00000130818.6" "chr19" 9638667
"6205" "ENSG00000130821.11" "chrX" 152953554
"6206" "ENSG00000130822.11" "chrX" 152935185
"6207" "ENSG00000130826.11" "chrX" 153991031
"6208" "ENSG00000130827.5" "chrX" 153686621
"6209" "ENSG00000130829.13" "chrX" 152907946
"6210" "ENSG00000130830.10" "chrX" 154006959
"6211" "ENSG00000130844.12" "chr19" 54024235
"6212" "ENSG00000130856.11" "chr18" 74534563
"6213" "ENSG00000130876.7" "chr19" 33699570
"6214" "ENSG00000130881.9" "chr19" 33668509
"6215" "ENSG00000130921.3" "chr12" 123717463
"6216" "ENSG00000130935.5" "chr17" 65713949
"6217" "ENSG00000130939.14" "chr1" 10092890
"6218" "ENSG00000130940.10" "chr1" 10696661
"6219" "ENSG00000130943.5" "chr22" 46651560
"6220" "ENSG00000130948.5" "chr9" 98997588
"6221" "ENSG00000130950.9" "chr9" 97077605
"6222" "ENSG00000130956.9" "chr9" 99212483
"6223" "ENSG00000130957.4" "chr9" 97321002
"6224" "ENSG00000130958.7" "chr9" 99082988
"6225" "ENSG00000130962.13" "chrX" 37208528
"6226" "ENSG00000130985.12" "chrX" 47050260
"6227" "ENSG00000130988.8" "chrX" 46937775
"6228" "ENSG00000130997.12" "chr4" 2073645
"6229" "ENSG00000131013.3" "chr6" 149825869
"6230" "ENSG00000131015.4" "chr6" 150263136
"6231" "ENSG00000131016.12" "chr6" 151561134
"6232" "ENSG00000131018.18" "chr6" 152442819
"6233" "ENSG00000131019.6" "chr6" 150384286
"6234" "ENSG00000131023.8" "chr6" 149979289
"6235" "ENSG00000131037.10" "chr19" 55583388
"6236" "ENSG00000131042.9" "chr19" 54777675
"6237" "ENSG00000131043.7" "chr20" 34824381
"6238" "ENSG00000131044.12" "chr20" 30458505
"6239" "ENSG00000131050.6" "chr20" 31749574
"6240" "ENSG00000131051.16" "chr20" 34291531
"6241" "ENSG00000131055.4" "chr20" 30225691
"6242" "ENSG00000131059.7" "chr20" 31805116
"6243" "ENSG00000131061.9" "chr20" 32319463
"6244" "ENSG00000131067.12" "chr20" 33432523
"6245" "ENSG00000131069.15" "chr20" 33459949
"6246" "ENSG00000131080.10" "chrX" 65815479
"6247" "ENSG00000131089.9" "chrX" 62854847
"6248" "ENSG00000131094.3" "chr17" 43037061
"6249" "ENSG00000131095.7" "chr17" 42982376
"6250" "ENSG00000131096.6" "chr17" 42030106
"6251" "ENSG00000131097.2" "chr17" 42923721
"6252" "ENSG00000131100.8" "chr22" 18074902
"6253" "ENSG00000131115.11" "chr19" 44711700
"6254" "ENSG00000131116.7" "chr19" 44111371
"6255" "ENSG00000131126.14" "chr19" 43905648
"6256" "ENSG00000131142.9" "chr19" 8117651
"6257" "ENSG00000131143.4" "chr16" 85832239
"6258" "ENSG00000131148.4" "chr16" 85805364
"6259" "ENSG00000131149.13" "chr16" 85645015
"6260" "ENSG00000131152.4" "chr16" 87336482
"6261" "ENSG00000131153.4" "chr16" 85709804
"6262" "ENSG00000131165.10" "chr16" 89710839
"6263" "ENSG00000131171.8" "chrX" 80457442
"6264" "ENSG00000131174.4" "chrX" 77154935
"6265" "ENSG00000131183.6" "chr5" 176806236
"6266" "ENSG00000131187.5" "chr5" 176829141
"6267" "ENSG00000131188.7" "chr5" 176873446
"6268" "ENSG00000131196.13" "chr18" 77155856
"6269" "ENSG00000131203.8" "chr8" 39759794
"6270" "ENSG00000131233.8" "chr1" 39330175
"6271" "ENSG00000131236.12" "chr1" 40505905
"6272" "ENSG00000131238.12" "chr1" 40538379
"6273" "ENSG00000131242.11" "chr17" 29718642
"6274" "ENSG00000131263.8" "chrX" 73805052
"6275" "ENSG00000131264.3" "chrX" 72667090
"6276" "ENSG00000131269.11" "chrX" 74273115
"6277" "ENSG00000131323.10" "chr14" 103243813
"6278" "ENSG00000131351.10" "chr19" 17160539
"6279" "ENSG00000131355.10" "chr19" 14729929
"6280" "ENSG00000131368.3" "chr3" 15083967
"6281" "ENSG00000131370.11" "chr3" 15296360
"6282" "ENSG00000131373.10" "chr3" 15602211
"6283" "ENSG00000131374.10" "chr3" 17198654
"6284" "ENSG00000131375.5" "chr3" 15247659
"6285" "ENSG00000131378.9" "chr3" 16355081
"6286" "ENSG00000131379.5" "chr3" 14716606
"6287" "ENSG00000131381.8" "chr3" 15111580
"6288" "ENSG00000131386.13" "chr3" 16216156
"6289" "ENSG00000131389.12" "chr3" 14444076
"6290" "ENSG00000131398.9" "chr19" 50815194
"6291" "ENSG00000131400.3" "chr19" 50861734
"6292" "ENSG00000131408.9" "chr19" 50832910
"6293" "ENSG00000131409.8" "chr19" 51020149
"6294" "ENSG00000131435.8" "chr5" 131593364
"6295" "ENSG00000131437.11" "chr5" 132028320
"6296" "ENSG00000131459.8" "chr5" 179727690
"6297" "ENSG00000131462.3" "chr17" 40761694
"6298" "ENSG00000131467.6" "chr17" 40976402
"6299" "ENSG00000131469.8" "chr17" 41150290
"6300" "ENSG00000131470.10" "chr17" 40724333
"6301" "ENSG00000131471.2" "chr17" 41003201
"6302" "ENSG00000131473.12" "chr17" 40023161
"6303" "ENSG00000131475.2" "chr17" 40925454
"6304" "ENSG00000131477.6" "chr17" 40910465
"6305" "ENSG00000131480.4" "chr17" 40996617
"6306" "ENSG00000131482.5" "chr17" 41052814
"6307" "ENSG00000131495.4" "chr5" 140018325
"6308" "ENSG00000131503.16" "chr5" 139781399
"6309" "ENSG00000131504.11" "chr5" 140894583
"6310" "ENSG00000131507.9" "chr5" 141488070
"6311" "ENSG00000131508.11" "chr5" 138906016
"6312" "ENSG00000131558.10" "chr7" 132937829
"6313" "ENSG00000131584.14" "chr1" 1227756
"6314" "ENSG00000131591.13" "chr1" 1017198
"6315" "ENSG00000131620.13" "chr11" 69924408
"6316" "ENSG00000131626.11" "chr11" 70116806
"6317" "ENSG00000131634.9" "chr16" 1578689
"6318" "ENSG00000131650.9" "chr16" 3013945
"6319" "ENSG00000131652.9" "chr16" 3074028
"6320" "ENSG00000131653.8" "chr16" 2205699
"6321" "ENSG00000131668.9" "chr9" 96713905
"6322" "ENSG00000131669.5" "chr9" 95883771
"6323" "ENSG00000131686.10" "chr1" 9005926
"6324" "ENSG00000131697.13" "chr1" 5922871
"6325" "ENSG00000131711.10" "chr5" 71403061
"6326" "ENSG00000131721.4" "chrX" 119292467
"6327" "ENSG00000131724.6" "chrX" 117861535
"6328" "ENSG00000131725.9" "chrX" 117480036
"6329" "ENSG00000131730.11" "chr5" 80529104
"6330" "ENSG00000131732.7" "chr5" 80597409
"6331" "ENSG00000131737.5" "chr17" 39533902
"6332" "ENSG00000131738.5" "chr17" 39519746
"6333" "ENSG00000131746.8" "chr17" 38632080
"6334" "ENSG00000131747.10" "chr17" 38544768
"6335" "ENSG00000131748.11" "chr17" 37793318
"6336" "ENSG00000131759.13" "chr17" 38465444
"6337" "ENSG00000131771.9" "chr17" 37782993
"6338" "ENSG00000131773.9" "chr8" 136469700
"6339" "ENSG00000131778.13" "chr1" 146714291
"6340" "ENSG00000131779.6" "chr1" 145516252
"6341" "ENSG00000131781.8" "chr1" 146646930
"6342" "ENSG00000131788.11" "chr1" 145575233
"6343" "ENSG00000131791.6" "chr1" 146626685
"6344" "ENSG00000131795.8" "chr1" 145507598
"6345" "ENSG00000131808.6" "chr11" 30252563
"6346" "ENSG00000131828.9" "chrX" 19362011
"6347" "ENSG00000131831.13" "chrX" 17818169
"6348" "ENSG00000131844.11" "chr5" 70883115
"6349" "ENSG00000131845.10" "chr19" 57862675
"6350" "ENSG00000131848.5" "chr19" 56732681
"6351" "ENSG00000131849.10" "chr19" 58944181
"6352" "ENSG00000131864.6" "chr19" 57630506
"6353" "ENSG00000131871.10" "chr15" 101811022
"6354" "ENSG00000131873.5" "chr15" 101715928
"6355" "ENSG00000131876.12" "chr15" 101821715
"6356" "ENSG00000131899.6" "chr17" 18128901
"6357" "ENSG00000131910.4" "chr1" 27237980
"6358" "ENSG00000131914.6" "chr1" 26737269
"6359" "ENSG00000131931.4" "chr8" 42691817
"6360" "ENSG00000131941.3" "chr19" 33469499
"6361" "ENSG00000131943.13" "chr19" 30191721
"6362" "ENSG00000131944.5" "chr19" 33463115
"6363" "ENSG00000131951.6" "chr14" 60386431
"6364" "ENSG00000131966.9" "chr14" 58666798
"6365" "ENSG00000131969.10" "chr14" 51338878
"6366" "ENSG00000131979.14" "chr14" 55308726
"6367" "ENSG00000131981.11" "chr14" 55590828
"6368" "ENSG00000132000.7" "chr19" 14042000
"6369" "ENSG00000132002.3" "chr19" 14625582
"6370" "ENSG00000132003.5" "chr19" 13906274
"6371" "ENSG00000132004.8" "chr19" 12798867
"6372" "ENSG00000132005.4" "chr19" 14072350
"6373" "ENSG00000132010.11" "chr19" 12203658
"6374" "ENSG00000132016.7" "chr19" 13993161
"6375" "ENSG00000132017.6" "chr19" 14063304
"6376" "ENSG00000132024.13" "chr19" 14017014
"6377" "ENSG00000132026.9" "chr19" 12936292
"6378" "ENSG00000132031.8" "chr2" 20191872
"6379" "ENSG00000132109.8" "chr11" 4406127
"6380" "ENSG00000132122.7" "chr1" 48761044
"6381" "ENSG00000132128.12" "chr1" 46726868
"6382" "ENSG00000132130.7" "chr17" 35294084
"6383" "ENSG00000132139.8" "chr17" 34071530
"6384" "ENSG00000132141.9" "chr17" 33254878
"6385" "ENSG00000132142.15" "chr17" 35441923
"6386" "ENSG00000132153.10" "chr3" 47844399
"6387" "ENSG00000132155.7" "chr3" 12625100
"6388" "ENSG00000132164.5" "chr3" 10857885
"6389" "ENSG00000132170.15" "chr3" 12328867
"6390" "ENSG00000132182.7" "chr3" 13357737
"6391" "ENSG00000132185.12" "chr1" 161676762
"6392" "ENSG00000132196.9" "chr1" 162760492
"6393" "ENSG00000132205.6" "chr18" 2847028
"6394" "ENSG00000132207.13" "chr16" 30205208
"6395" "ENSG00000132254.8" "chr11" 6496910
"6396" "ENSG00000132256.14" "chr11" 5684425
"6397" "ENSG00000132259.8" "chr11" 6255995
"6398" "ENSG00000132274.11" "chr11" 5710919
"6399" "ENSG00000132275.6" "chr11" 6616305
"6400" "ENSG00000132286.7" "chr11" 6502677
"6401" "ENSG00000132294.9" "chr8" 132916335
"6402" "ENSG00000132297.7" "chr8" 133073733
"6403" "ENSG00000132300.14" "chr2" 86333305
"6404" "ENSG00000132305.16" "chr2" 86371055
"6405" "ENSG00000132313.10" "chr2" 86426478
"6406" "ENSG00000132321.12" "chr2" 237232794
"6407" "ENSG00000132323.4" "chr2" 239079042
"6408" "ENSG00000132326.7" "chr2" 239152679
"6409" "ENSG00000132329.6" "chr2" 238767536
"6410" "ENSG00000132330.12" "chr2" 238969530
"6411" "ENSG00000132334.12" "chr10" 129705325
"6412" "ENSG00000132341.7" "chr12" 131356424
"6413" "ENSG00000132356.7" "chr5" 40759481
"6414" "ENSG00000132357.9" "chr5" 40841286
"6415" "ENSG00000132359.9" "chr17" 2680350
"6416" "ENSG00000132361.12" "chr17" 2592680
"6417" "ENSG00000132376.15" "chr17" 1397865
"6418" "ENSG00000132382.10" "chr17" 4442192
"6419" "ENSG00000132383.7" "chr17" 1732996
"6420" "ENSG00000132386.6" "chr17" 1665253
"6421" "ENSG00000132388.8" "chr17" 4172554
"6422" "ENSG00000132394.6" "chr3" 127872297
"6423" "ENSG00000132405.14" "chr4" 6910969
"6424" "ENSG00000132406.7" "chr4" 4237269
"6425" "ENSG00000132423.6" "chr6" 99817276
"6426" "ENSG00000132424.10" "chr6" 99845927
"6427" "ENSG00000132429.5" "chr6" 105606155
"6428" "ENSG00000132432.9" "chr7" 54819943
"6429" "ENSG00000132434.5" "chr7" 55433141
"6430" "ENSG00000132436.7" "chr7" 50511831
"6431" "ENSG00000132437.13" "chr7" 50526134
"6432" "ENSG00000132446.5" "chrX" 31089360
"6433" "ENSG00000132463.9" "chr4" 71681499
"6434" "ENSG00000132464.7" "chr4" 71494461
"6435" "ENSG00000132465.6" "chr4" 71521258
"6436" "ENSG00000132466.13" "chr4" 73939093
"6437" "ENSG00000132467.2" "chr4" 71554196
"6438" "ENSG00000132470.9" "chr17" 73717408
"6439" "ENSG00000132471.7" "chr17" 73841780
"6440" "ENSG00000132475.4" "chr17" 73772515
"6441" "ENSG00000132478.5" "chr17" 73780681
"6442" "ENSG00000132481.2" "chr17" 73870242
"6443" "ENSG00000132485.8" "chr1" 71528974
"6444" "ENSG00000132498.7" "chr9" 43064966
"6445" "ENSG00000132507.13" "chr17" 7210318
"6446" "ENSG00000132510.6" "chr17" 7743222
"6447" "ENSG00000132514.9" "chr17" 6977856
"6448" "ENSG00000132517.10" "chr17" 4935895
"6449" "ENSG00000132518.6" "chr17" 7905912
"6450" "ENSG00000132522.11" "chr17" 7214643
"6451" "ENSG00000132530.12" "chr17" 6658766
"6452" "ENSG00000132535.14" "chr17" 7093209
"6453" "ENSG00000132541.6" "chr8" 99114572
"6454" "ENSG00000132549.14" "chr8" 100025494
"6455" "ENSG00000132554.15" "chr8" 100973164
"6456" "ENSG00000132561.9" "chr8" 98881068
"6457" "ENSG00000132563.11" "chr5" 137774706
"6458" "ENSG00000132570.10" "chr5" 134240596
"6459" "ENSG00000132581.5" "chr17" 26975374
"6460" "ENSG00000132589.11" "chr17" 27206353
"6461" "ENSG00000132591.7" "chr17" 27181956
"6462" "ENSG00000132600.12" "chr16" 68344877
"6463" "ENSG00000132603.9" "chr16" 69373333
"6464" "ENSG00000132604.6" "chr16" 69389464
"6465" "ENSG00000132612.14" "chr16" 69345259
"6466" "ENSG00000132613.10" "chr16" 70695107
"6467" "ENSG00000132622.6" "chr20" 3713314
"6468" "ENSG00000132623.11" "chr20" 9966774
"6469" "ENSG00000132631.4" "chr20" 18794370
"6470" "ENSG00000132635.12" "chr20" 2815960
"6471" "ENSG00000132639.8" "chr20" 10199478
"6472" "ENSG00000132640.10" "chr20" 11871371
"6473" "ENSG00000132646.6" "chr20" 5095599
"6474" "ENSG00000132661.3" "chr20" 23331373
"6475" "ENSG00000132664.7" "chr20" 18447771
"6476" "ENSG00000132669.8" "chr20" 19867165
"6477" "ENSG00000132670.16" "chr20" 2844830
"6478" "ENSG00000132671.4" "chr20" 23016057
"6479" "ENSG00000132676.11" "chr1" 155657751
"6480" "ENSG00000132677.8" "chr1" 156339003
"6481" "ENSG00000132680.6" "chr1" 155882834
"6482" "ENSG00000132681.12" "chr1" 160121360
"6483" "ENSG00000132688.10" "chr1" 156638555
"6484" "ENSG00000132692.14" "chr1" 156611182
"6485" "ENSG00000132693.8" "chr1" 159682079
"6486" "ENSG00000132694.14" "chr1" 156904632
"6487" "ENSG00000132698.9" "chr1" 156030951
"6488" "ENSG00000132702.8" "chr1" 156589086
"6489" "ENSG00000132703.3" "chr1" 159557615
"6490" "ENSG00000132704.11" "chr1" 157715523
"6491" "ENSG00000132716.14" "chr1" 160185505
"6492" "ENSG00000132718.7" "chr1" 155829300
"6493" "ENSG00000132740.4" "chr11" 68671310
"6494" "ENSG00000132744.3" "chr11" 67410026
"6495" "ENSG00000132746.10" "chr11" 67429633
"6496" "ENSG00000132749.6" "chr11" 68474908
"6497" "ENSG00000132763.10" "chr1" 45965725
"6498" "ENSG00000132768.9" "chr1" 44435672
"6499" "ENSG00000132773.7" "chr1" 45805342
"6500" "ENSG00000132780.12" "chr1" 46049518
"6501" "ENSG00000132781.13" "chr1" 45794835
"6502" "ENSG00000132792.14" "chr20" 36322408
"6503" "ENSG00000132793.7" "chr20" 39969560
"6504" "ENSG00000132801.5" "chr20" 44486256
"6505" "ENSG00000132819.12" "chr20" 55966463
"6506" "ENSG00000132821.7" "chr20" 36531499
"6507" "ENSG00000132823.6" "chr20" 42825136
"6508" "ENSG00000132824.9" "chr20" 43124862
"6509" "ENSG00000132825.5" "chr20" 58511894
"6510" "ENSG00000132837.10" "chr5" 78293438
"6511" "ENSG00000132840.5" "chr5" 78365540
"6512" "ENSG00000132842.9" "chr5" 77296349
"6513" "ENSG00000132846.5" "chr5" 76367897
"6514" "ENSG00000132849.14" "chr1" 62208149
"6515" "ENSG00000132854.14" "chr1" 62702651
"6516" "ENSG00000132855.4" "chr1" 63063158
"6517" "ENSG00000132872.7" "chr18" 40847843
"6518" "ENSG00000132874.9" "chr18" 42792960
"6519" "ENSG00000132879.9" "chr1" 11714432
"6520" "ENSG00000132881.7" "chr1" 16558195
"6521" "ENSG00000132906.13" "chr1" 15817327
"6522" "ENSG00000132911.4" "chr5" 151771093
"6523" "ENSG00000132912.8" "chr5" 150088002
"6524" "ENSG00000132915.6" "chr5" 149237519
"6525" "ENSG00000132932.12" "chr13" 25946209
"6526" "ENSG00000132938.14" "chr13" 29598748
"6527" "ENSG00000132950.14" "chr13" 20397622
"6528" "ENSG00000132952.7" "chr13" 31191830
"6529" "ENSG00000132953.12" "chr13" 21351469
"6530" "ENSG00000132958.13" "chr13" 19997017
"6531" "ENSG00000132963.7" "chr13" 29233241
"6532" "ENSG00000132964.7" "chr13" 26828276
"6533" "ENSG00000132965.5" "chr13" 31309645
"6534" "ENSG00000132970.8" "chr13" 27131840
"6535" "ENSG00000132972.14" "chr13" 25338290
